id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2081197,cute cozy flat in Taksim Istanbul,2475490,Ceylan,,Beyoglu,41.03401,28.9867,Entire home/apt,520,3,24,2019-05-05,0.39,4,133
2081464,local life in Taksim Istanbul,2475490,Ceylan,,Beyoglu,41.03534,28.98549,Private room,168,2,182,2019-05-10,3.09,4,133
2085122,Private Room in City Center - Brown,10648396,Yunus Emre,,Beyoglu,41.03125,28.98376,Private room,156,28,19,2018-02-13,0.28,3,179
2090544,"2 BEDROOMS, CENTRAL LOCATION TAKSİM",10517948,Suat,,Beyoglu,41.0338,28.98854,Entire home/apt,462,1,0,,,1,365
2090719,Wanna experience real Airbnb ?,2000529,Ga Ke,,Kadikoy,40.9847,29.05003,Private room,196,1,16,2018-08-27,0.25,2,365
2091015,Family Apartment near CentreOLDCİTY,9695575,Rasim,,Fatih,41.03185,28.94889,Private room,179,2,3,2017-07-07,0.05,7,360
2092643,Superior Suite in Sultanahmet #1,4604908,Savas,,Fatih,41.00325,28.9793,Private room,196,2,212,2019-06-08,3.22,3,312
2093868,Cozy and central flat,10683219,Ayşegül,,Besiktas,41.04307,29.00136,Private room,81,2,1,2016-01-31,0.02,1,364
2093923,Private room near by hagia sophia&blue mosque,10683504,Bilge,,Fatih,41.00443,28.97276,Private room,69,2,17,2019-05-28,0.36,3,361
2106218,Cihangir -  Bohemian quarter sublet,2667500,Shaan,,Beyoglu,41.03222,28.98644,Entire home/apt,329,50,0,,,1,365
2106566,Aiza Suites  eviniz rahatlığı....,10739456,Murat,,Sisli,41.05481,28.98901,Entire home/apt,584,2,3,2016-12-09,0.06,4,364
2106774,beautiful guest room in osmanbey,10740754,Yaşa,,Sisli,41.04955,28.98182,Private room,295,1,0,,,1,365
2109901,Private Apartment With Cozy Terrace,10757037,Mahmoud,,Esenyurt,41.01741,28.65116,Entire home/apt,364,7,0,,,1,365
2112644,Sunny Double Rooms @ Kadikoy Centre,635236,Thyme,,Kadikoy,40.98508,29.02159,Private room,127,3,5,2016-10-07,0.11,8,312
2113838,Homey flat in downtown ,10777096,Husniye,,Beyoglu,41.03781,28.98352,Entire home/apt,387,1,4,2015-07-08,0.07,1,365
2114152,Best flat,9266387,Sungur,,Beyoglu,41.03019,28.98594,Entire home/apt,139,2,0,,,2,329
2118578,Luxury Suite in Sultanahmet #2,4604908,Savas,,Fatih,41.00329,28.98133,Private room,133,2,103,2019-06-07,1.62,3,318
2118641,Luxury Suite in Sultanahmet #3,4604908,Savas,,Fatih,41.00446,28.97931,Private room,133,2,201,2019-06-21,3.17,3,297
2119698,BEATIFUL FLAT & BEST LOCATION @TAKSİM,2057739,Mehmet,,Beyoglu,41.03516,28.98209,Entire home/apt,364,5,57,2018-01-01,0.85,7,363
2119884,Close to the Sabiha Gokcen Airport,10803521,Yucelen,,Tuzla,40.856,29.29802,Private room,133,1,0,,,1,365
2120114,Duplex Suite in Taksim (2 Terraces),10629707,Mert,,Beyoglu,41.03801,28.98226,Entire home/apt,364,2,1,2014-03-17,0.02,3,43
2121603,SUNNY APARTMENT WlTH TWO BATHROOMS #1,10790256,Farouq,,Fatih,41.00453,28.97198,Entire home/apt,191,1,72,2019-06-11,1.40,7,330
2129102,Large Family House Near Blue Mosque,7515449,Fuat,,Fatih,41.00699,28.97036,Entire home/apt,387,1,0,,,10,352
2132591,COZY FLAT IN ISTANBUL TAKSIM VİEW,10881589,Merve,,Sisli,41.04223,28.98632,Entire home/apt,248,3,0,,,1,365
2133962,Room in Kadikoy centre,10401727,Zeren,,Kadikoy,40.99553,29.0302,Private room,144,5,0,,,1,364
2133967,Feel at home.. in a cosy and warm,126480,Naz&Gulcin,,Sisli,41.05987,28.99543,Private room,87,3,10,2018-09-25,0.17,3,365
2148694,Sunny Double Room in Taksim,7714907,"Merve, Arif, Emre",,Beyoglu,41.0365,28.97367,Private room,116,1,57,2019-06-21,0.87,4,182
2152549,Modern decoration in Taksim,10986257,Damon,,Sisli,41.04278,28.98459,Entire home/apt,526,5,0,,,3,365
2152802,Modern decoration in Taksim 2,10986257,Damon,,Sisli,41.04246,28.98481,Entire home/apt,659,5,0,,,3,365
2152824,Quiet Cozy Flat at Center Besiktas,2875470,Mehmet,,Besiktas,41.04451,29.00285,Entire home/apt,196,3,70,2019-06-28,1.09,2,313
2155142,Detached House with Secluded Yard,10997722,T,,Atasehir,40.99362,29.07762,Entire home/apt,133,3,10,2019-05-30,0.18,1,73
2157318,Big Room at Nisantasi,1910254,Asli,,Sisli,41.04917,28.99619,Private room,260,2,0,,,2,364
2159836,"Room:23: Clean, Cheap, Peacefull and Central",10783169,Omer,,Sisli,41.0629,28.99461,Private room,110,1,29,2019-06-12,0.54,5,290
2159876,rahat ve konforlu bır ev arıyorsanı,8140292,Metın,,Bagcilar,41.02188,28.84235,Private room,260,1,0,,,1,365
2159879,Spacious double room availabe close to airport.,7295318,Yahya,,Bahcelievler,40.99417,28.83925,Private room,81,1,221,2019-05-19,3.33,3,335
2163090,"Nice,quiet room in Cihangir,Taksim",7686740,Bilge & Barbaros,,Beyoglu,41.02879,28.98119,Private room,64,1,15,2016-10-23,0.27,1,0
2166827,The center of Taksim!!,11057000,Emre,,Beyoglu,41.03269,28.98363,Entire home/apt,636,1,0,,,1,365
2168002,Studio Suite in Taksim,10629707,Mert,,Beyoglu,41.03731,28.98274,Entire home/apt,185,1,2,2016-12-19,0.04,3,0
2168560,Private Room in City Center - White,10648396,Yunus Emre,,Beyoglu,41.03165,28.98508,Private room,156,28,10,2016-11-08,0.20,3,179
2170563,Cosy Flat in İstanbul/Mecidiyeköy,11072564,Emrah,,Sisli,41.0722,29.00031,Private room,58,1,0,,,1,0
2174008,Historic Mansion in Heybeliada,3795899,Sena,,Adalar,40.87831,29.09644,Entire home/apt,1271,2,6,2019-05-19,0.10,1,359
2175602,Sultan's Nest,11096700,Isaiah,,Sisli,41.05516,28.98569,Private room,289,2,0,,,1,363
2181772,"In the heart of Taksim, Luxury Room",11125584,Ali,,Beyoglu,41.0348,28.98103,Private room,462,1,0,,,1,365
2187384,Cody Flat - Perfect Location,3378554,Hale,,Sisli,41.04871,28.98129,Private room,144,2,0,,,1,61
2190672,Istanbul Property Management - Taksim 87 Duplex,6379672,Istanbul Property Management - Elys,,Sisli,41.04234,28.98329,Entire home/apt,561,2,30,2019-06-08,0.46,3,364
2196825,Near the new Istanbul airport and see side.,2309765,Ertug,,Bakirkoy,40.96165,28.83403,Private room,139,1,9,2018-10-20,0.16,1,365
2200888,Sehir merkez taksim yuruyerek10dk,11227892,Aret,,Sisli,41.0525,28.98262,Private room,162,1,0,,,1,365
2202652,Stylish Modern Minimalist Apartment in Cihangir,2641492,Engin,,Beyoglu,41.03162,28.98344,Entire home/apt,387,2,21,2019-06-11,0.33,1,294
2206078,"nice location, cute room",11172684,Hayrettin,,Sisli,41.06883,28.99679,Private room,260,1,0,,,1,0
2206145,Herşey dahil 1+1 eşyalı ev,11255418,Yeliz,,Avcilar,41.00325,28.70038,Entire home/apt,69,90,0,,,2,365
2210151,Amazing Smart Home in the Heart of Galata,11273849,Cem,,Beyoglu,41.02761,28.97332,Entire home/apt,526,3,0,,,1,170
2214030,ROOM FOR RENTAL IN CIHANGIR/BEYOGLU,11293185,Mumin,,Beyoglu,41.0293,28.98004,Private room,231,1,0,,,1,0
2215865,Cozy and central flat in Istanbul,3016099,Kivilcim,,Besiktas,41.04909,29.00648,Entire home/apt,324,3,0,,,3,365
2229942,Great Room In Perfect Location,7714907,"Merve, Arif, Emre",,Beyoglu,41.03816,28.97535,Private room,116,1,31,2018-02-02,0.49,4,268
2230881, Maksem SuitesAparts İstanbul,10308426,Eyup,,Beyoglu,41.03732,28.98258,Private room,561,1,0,,,1,365
2234507,Stylish Room in The Center of City,11407703,Ozan,,Besiktas,41.05356,29.00782,Entire home/apt,491,1,1,2019-01-27,0.19,1,365
2234553,"Quiet + cosy, right in the centre !",1938677,Tareq,,Beyoglu,41.02974,28.98024,Entire home/apt,364,8,24,2015-12-29,0.38,1,148
2242689,Stüdio Apr.2  with garden + kitchen,9702531,Reşit,,Maltepe,40.92881,29.14063,Entire home/apt,139,2,75,2019-06-22,1.49,2,312
2255374,Great View of Golden Horn,11517498,Özge,,Beyoglu,41.03567,28.96135,Entire home/apt,231,180,0,,,1,365
2255561,A Studio Apr. with garden + Kithen,9702531,Reşit,,Maltepe,40.92731,29.14164,Entire home/apt,139,2,63,2019-06-13,1.01,2,318
2256299,Palation House ( Balcony Suite) ,9657067,Özlem,,Fatih,41.03067,28.94746,Entire home/apt,202,5,73,2019-05-14,1.21,9,342
2257388,Industrial Design & Sea view & 3BR,2570612,Ahmet,,Beyoglu,41.02557,28.9778,Entire home/apt,1306,1,43,2015-11-22,0.67,12,362
2259084,Palation House -in the city centre,9657067,Özlem,,Fatih,41.02879,28.94827,Entire home/apt,202,4,53,2019-06-15,0.87,9,316
2261458,Real Istanbul Living,145444,Cem,,Sisli,41.05067,28.98574,Private room,289,1,0,,,1,365
2262932,Comfort .Great locatıon. 2 BD with balcony.,1745311,Lyudmyla,,Beyoglu,41.03485,28.98763,Entire home/apt,295,4,7,2018-11-30,0.12,3,322
2264068,Cozy Room in Beyoglu İstanbul,6320765,Sema,,Beyoglu,41.03531,28.97532,Private room,87,7,12,2019-05-04,0.25,1,334
2264434,Bosphorus View. Private terrace. 2 BD.,1745311,Lyudmyla,,Beyoglu,41.03308,28.98743,Entire home/apt,451,4,35,2019-01-08,0.58,3,332
2271088,Nicely renovated modern basement for students,8512843,Onur,,Sariyer,41.09038,29.0531,Entire home/apt,133,7,0,,,1,140
2271089,SWEET COMFORTABLE HOME IN THE HEART OF ISTANBUL!,11565075,Ugur,,Beyoglu,41.03768,28.98298,Entire home/apt,243,2,29,2019-06-26,0.46,1,350
2295510,3 odali deniz manzarali muhtesem ,11725149,Unal,,Sariyer,41.16775,29.02944,Private room,58,1,0,,,1,365
2295768,private rooms ortaköy,11726203,Duygu,,Besiktas,41.05406,29.02143,Private room,196,3,8,2018-09-30,0.13,1,332
2300775,BEST SEA VIEW ON BAGHDAT STREET-,11751618,Hatice,,Kadikoy,40.9688,29.06681,Private room,520,1,0,,,1,365
2302713,City Apartment in Residential Area,11760107,Seref,,Besiktas,41.0711,29.02367,Entire home/apt,988,1,0,,,1,0
2306135,8 min walk to taksim. Safety area! ,10869076,Kemal,,Sisli,41.044,28.98536,Private room,162,1,0,,,1,365
2308788,BOSPHORUS SUITE ROOMS IN TAKSIM,10509967,Umit,,Beyoglu,41.03245,28.98803,Entire home/apt,780,3,0,,,6,365
2311443,{Berry} Dream Green Conecpt - Terrace Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03854,28.97505,Entire home/apt,144,2,44,2019-04-28,0.69,32,350
2311584,{Berry} Apartment Hotel - Superior Suite (2),11635163,Güner - Berivan - Erdal,,Beyoglu,41.0378,28.97554,Entire home/apt,144,2,60,2018-07-24,0.92,32,361
2311707,{Berry} Sunshine Purple Concept - Terrace Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.0367,28.97423,Entire home/apt,220,2,59,2019-05-19,0.91,32,365
2313245,BOSPHORUS VİEW  ORTAKÖY/BEŞİKTAŞ,11273135,Nesli,,Besiktas,41.04951,29.02278,Entire home/apt,196,4,0,,,1,363
2315537,Sea View terrace Duplex,153032,Michel,,Beyoglu,41.03396,28.97387,Entire home/apt,329,4,35,2019-06-11,0.61,2,315
2318441,sweet home ,11795009,Samy,,Uskudar,41.00168,29.0556,Entire home/apt,659,1,0,,,2,365
2320305,{Berry} Sunshine Red Concept - Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03602,28.97217,Entire home/apt,202,2,50,2019-06-02,0.80,32,351
2320332,{Berry} Sunshine Orange Concept - Terrace Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03643,28.97422,Entire home/apt,220,2,82,2019-04-29,1.27,32,359
2320341,{Berry} Sunshine Green Concept - Terrace Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03635,28.97254,Entire home/apt,202,2,65,2019-06-24,1.02,32,360
2320404,{Berry} Paradise Blue Concept - 2Bedrm+1Livingrm,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03516,28.97325,Entire home/apt,231,2,90,2019-03-11,1.38,32,342
2320422,{Berry} Dream Blue Concept - Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.037,28.97543,Entire home/apt,144,2,61,2019-05-05,0.93,32,361
2320433,{Berry} Dream Purple Concept - Suite,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03825,28.97604,Entire home/apt,144,2,67,2019-06-11,1.05,32,362
2320439,{Berry} Paradise Pink Concept - 2Bedrm+1Livingrm,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03639,28.97166,Entire home/apt,231,2,81,2019-01-29,1.25,32,315
2323737,"Comfy room in a Spacious Apt, Pangalti",11867947,Seray,,Sisli,41.05038,28.98514,Private room,98,2,4,2017-10-19,0.07,1,365
2327015,Large Room with a Large Garden,734040,Can,,Sariyer,41.0864,29.05423,Private room,162,2,7,2019-01-22,0.12,3,348
2327883,Cosy Flat With Bosphorus View,3703382,Angelina,,Beyoglu,41.03196,28.98733,Entire home/apt,393,3,10,2019-06-24,0.16,2,348
2327893,{Berry} Four Aparts in same building - Budget,11635163,Güner - Berivan - Erdal,,Beyoglu,41.03721,28.97439,Entire home/apt,526,2,18,2019-03-25,0.28,32,312
2328304,Exclusive room in secured site,2466997,Ozan,,Esenyurt,41.01783,28.6484,Private room,231,1,1,2014-03-25,0.02,1,365
2335520,COMFORTABLE DOUBLE ROOM,11288450,Malih,,Beyoglu,41.03627,28.98079,Private room,75,1,0,,,8,365
2336046,SMALL COSY ROOM IN KADIKÖY,11931291,Altay,,Uskudar,41.01349,29.03691,Private room,283,1,1,2017-07-11,0.04,2,362
2338855,Cozy Double Room Flat in Taksim 2,9514105,Volkan,,Beyoglu,41.03674,28.97523,Entire home/apt,162,2,68,2019-06-13,1.06,21,306
2340125,Luxury flat with garden in Cihangir,11953190,Cem,,Beyoglu,41.03005,28.98401,Private room,405,1,0,,,1,365
2344166,Hotspot in Taksim with balcony,4289669,Jannik,,Beyoglu,41.03479,28.97578,Entire home/apt,139,2,35,2019-06-24,0.56,2,151
2348464,Santa Lucia Hotel,11993318,Santa Lucia,,Beyoglu,41.03744,28.98276,Private room,589,1,0,,,1,365
2360850,Relax Room in Center of Kadikoy,11626616,Celal,,Kadikoy,40.98624,29.02646,Private room,116,1,13,2018-08-13,0.24,3,365
2363128,Special room in Sancaktepe,12070331,Jasour Istanbul 2,,Cekmekoy,41.02888,29.24287,Private room,133,2,1,2017-11-01,0.05,1,365
2364926,Comfortable and Clean Apartment in the City Center,12079607,Burcu,,Sisli,41.04934,28.98302,Entire home/apt,289,1,7,2019-06-16,0.12,2,290
2367468,Full furnished Cosy Flat in Taksim,12094732,Deniz,,Beyoglu,41.03721,28.9829,Entire home/apt,64,7,36,2019-06-09,0.58,1,68
2375944,Party House / Daily Rental,12139414,Perya,,Uskudar,41.04499,29.05566,Entire home/apt,2398,1,10,2019-06-23,0.32,2,361
2378098,Great accommodation in istanbul...,12148465,Aras,,Beyoglu,41.03881,28.98318,Entire home/apt,352,1,0,,,1,365
2379064,Newly-renovated apartment-studio,12153103,Lindsay,,Fatih,41.02939,28.94696,Entire home/apt,329,2,67,2018-10-22,1.03,5,307
2379430,Cozy room central&historical area  ,12154711,Tolga,,Sisli,41.04856,28.9847,Private room,150,1,0,,,1,365
2386618,Gümüşsuyu ferah daire,12191215,Nur,,Beyoglu,41.0351,28.98957,Private room,589,5,0,,,1,365
2393735,Perfect Location.Prince İsland View,10633373,Beykan,,Maltepe,40.94739,29.10757,Private room,214,1,0,,,1,365
2395615,real lovely cozy greek beyoğlu apt ,6756927,Didar,,Beyoglu,41.03307,28.97453,Entire home/apt,260,2,69,2019-06-18,1.10,1,327
2397515,Taksim beyoğlu istanbul 6bed Female,6086676,Talat,,Sisli,41.04208,28.98326,Shared room,58,1,16,2016-08-19,0.25,18,365
2399002,2 bedroom apartment on Bosphorus,12050626,Idil,,Besiktas,41.06906,29.04416,Entire home/apt,665,1,22,2018-08-27,0.38,1,330
2409249,One İstanbul Suadiye 2+1 (70m2),5010582,One Istanbul,,Kadikoy,40.95854,29.08073,Private room,1970,1,0,,,2,365
2411554,rent apartments istanbul,11837697,Viktoriya,,Beyoglu,41.02916,28.97419,Entire home/apt,526,1,0,,,1,0
2417715,Best view designer cihangir flat,12356196,Ilgi,,Beyoglu,41.03562,28.98398,Entire home/apt,659,1,40,2016-07-11,0.62,1,357
2418216,One istanbul Suadiye 1+1 (50 m2) ,5010582,One Istanbul,,Kadikoy,40.95928,29.08179,Private room,497,1,0,,,2,365
2422829,BEST PRICE & GREAT LOCATION @TAKSİM,2057739,Mehmet,,Beyoglu,41.03747,28.97599,Entire home/apt,254,4,19,2019-06-21,0.30,7,321
2425707,***Fully furnished beatiful room!!,12398007,Nevra,,Besiktas,41.06455,29.00425,Private room,116,4,0,,,1,365
2426462,"On the heart of Textile, Istanbul!",12286133,Haluk,,Gungoren,41.00479,28.88931,Entire home/apt,260,2,0,,,1,365
2432138,cozy flat in the center of taksim,12431521,Züleyha,,Beyoglu,41.03333,28.97899,Private room,329,1,22,2015-03-31,0.34,2,365
2437428,Sefa Apartment Istanbul,4348045,Sefa,,Fatih,41.01626,28.95116,Entire home/apt,318,2,1,2014-04-27,0.02,1,365
2445889,Brand new building with a view,12501063,Oz,,Atasehir,40.98847,29.1136,Private room,150,1,0,,,1,365
2446483,Stylish&Cozy apartment in Beyoglu,12510074,Irem,,Beyoglu,41.03098,28.97449,Entire home/apt,370,2,27,2019-06-09,0.47,16,353
2446495,Luxury flat close to AtaturkAirport,12509984,Semra,,Bakirkoy,40.97798,28.85349,Entire home/apt,1312,2,0,,,1,365
2446823,Ghettoroom,9813359,Yasin,,Uskudar,41.03376,29.05446,Private room,156,1,0,,,1,365
2448872,Beautiful Studio in Cihangir-Taksim,468624,Isil,,Beyoglu,41.03243,28.98526,Entire home/apt,688,1,0,,,8,365
2448913,A bright room in İstanbul,9943258,Nilufer,,Kadikoy,40.98582,29.02263,Private room,306,1,3,2019-05-05,0.29,3,177
2450408,Central&Beautiful Studio Apartment,468624,Isil,,Beyoglu,41.03221,28.98481,Entire home/apt,624,1,2,2014-05-04,0.03,8,365
2452928,The hippest Street in Istanbul!!!,8527295,Sevgi,,Beyoglu,41.03039,28.97813,Entire home/apt,393,4,30,2019-05-07,0.48,3,313
2456093,Hallo freund,12560197,Mesut,,Kadikoy,40.99081,29.04286,Private room,3288,1,0,,,1,365
2456814,Spacious & Beautiful Studio Apt ,468624,Isil,,Beyoglu,41.03305,28.98504,Entire home/apt,688,1,0,,,8,365
