id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28984714,Mavi ile Yeşilin Buluştuğu Cennet,21325437,Ali,,Sile,41.12849,29.84514,Private room,150,1,0,,,1,145
28984852,Duplex Apartment in Eyup,218464244,Ersen,,Eyup,41.0706,28.94697,Private room,58,2,0,,,1,365
28985633,"merkezi bir lokasyon, cevahir avm yakınında",214847643,Miray,,Sisli,41.05969,28.99414,Private room,58,1,1,2018-11-23,0.14,1,185
28988558,Serenity Double Room 5 minutes to Taksim Square,202245660,Musa,,Beyoglu,41.0339,28.98656,Private room,104,2,14,2019-05-05,1.58,2,88
28992635,VBA SUİT 3(3 Living room+1 Living room)Vip Concept,216701786,Vba Suiten,,Kagithane,41.0851,28.98454,Entire home/apt,636,2,1,2019-01-01,0.17,11,365
28993855,deniz manzaralı ıstanbul merkez,218538295,Ramazan,,Beyoglu,41.05085,28.95367,Shared room,58,1,0,,,1,364
28995070,High Floor 1+1 Residence near Metro- Feel at Home!,197720996,Faruk,,Kadikoy,40.99405,29.05732,Entire home/apt,329,2,38,2019-06-26,7.40,1,335
28996801,Jakaranda Butik Hotel Triple Room -1-,120436836,Erol,,Beyoglu,41.03601,28.97916,Private room,116,1,1,2018-10-28,0.12,7,146
28996890,New apartment near Bagdat Street w seaview,218555417,Ata,,Kadikoy,40.96494,29.06655,Entire home/apt,364,2,32,2019-06-22,3.90,1,83
28997335,114  Well Designed Flat in Beşiktaş,207965755,Erra Home,,Besiktas,41.06768,29.02576,Entire home/apt,300,27,1,2018-12-18,0.15,21,58
28997681,Sisli Apart,218560211,Sisli,,Sisli,41.07239,28.99885,Entire home/apt,300,1,1,2018-10-25,0.12,1,89
28999746,Mrthn,145983879,Murathan,,Kadikoy,40.96086,29.08175,Private room,220,1,0,,,1,147
29002137,Cozy Room with Private area in Center of Istanbul,116103978,Ilir,,Sisli,41.05432,28.97788,Private room,75,2,20,2019-06-18,2.31,2,101
29003490,Cosy House with an Amazing Sea View Terrace,37240846,Asil,,Kadikoy,40.97292,29.03881,Entire home/apt,283,3,22,2019-06-17,2.72,5,125
29004321,Kadıköy Göztepe'de nezih ve güvenli bir ev,34571759,Meric,,Kadikoy,40.98231,29.07262,Private room,116,1,0,,,1,363
29004411,Private room in the centre of Besiktas.,18857544,Ege,,Besiktas,41.0441,29.01125,Private room,202,2,0,,,1,178
29009136,Cihangirde boğaz ve kız kulesi manzaralı şömineli,218643265,Emre,,Beyoglu,41.02829,28.98421,Entire home/apt,202,2,4,2019-04-29,0.52,3,349
29010060,Üsküdar'da bir yıllığına kiralık eşyalı ev,218648160,Necmettin,,Uskudar,41.02636,29.07914,Private room,162,7,0,,,1,365
29010460,"Şehremini Çapada bahçe katı, 2 yatak odası 1 salon",218642289,Tevfik,,Fatih,41.01395,28.92889,Entire home/apt,208,2,15,2019-05-02,1.70,2,316
29010667,"Perfect location, sweet neighborhood.",218653992,Sidar,,Uskudar,41.01202,29.01868,Entire home/apt,150,2,0,,,1,57
29011439,Büyükada'da Kiralık Ev,123967979,Soner,,Adalar,40.86966,29.12774,Entire home/apt,202,1,4,2019-06-20,0.67,1,178
29013566,Lovely place at Bakırköy - 10 Min. From Airport,211210372,Ömer Miraç,,Bakirkoy,40.99259,28.87984,Private room,121,1,2,2019-01-01,0.24,1,179
29017775,Cosy Flat in Rumelihisarı & Boğaziçi University,218709360,Gül,,Sariyer,41.0888,29.05554,Private room,133,2,0,,,1,360
29019628,Aprilis Gold Hotel - Double Room,218587821,Osman,,Fatih,41.00652,28.97097,Private room,659,1,0,,,7,360
29019910,Kadiköy'de keyifli bir oda,218720289,Ebru,,Kadikoy,40.99067,29.03272,Private room,150,2,0,,,1,365
29020579,Avrupa Residence Suites 1+1 80 m2 max 4pax,1300759,Ercan,,Gaziosmanpasa,41.08722,28.90335,Entire home/apt,561,1,0,,,4,365
29020998,"COZY FLAT WITH DELIGHTING GARDEN AT HARBIYE,SISLI",218709093,Emine,,Sisli,41.0468,28.9863,Entire home/apt,220,2,3,2019-06-21,0.35,1,332
29021117,Bakırköy shared flat,119224,Deniz,,Bakirkoy,40.97547,28.87365,Entire home/apt,58,90,0,,,1,83
29023522,"Grand Bazaar Hotel - Bed & Breakfast, Single Room",57700897,Ali,,Fatih,41.00951,28.96669,Private room,428,1,0,,,6,365
29023638,Aprilis Gold Hotel -Single Room,218587821,Osman,,Fatih,41.00767,28.97059,Private room,3288,1,0,,,7,365
29023692,Aprilis Gold Hotel - Triple Room,218587821,Osman,,Fatih,41.00762,28.97083,Private room,3288,1,0,,,7,356
29023695,Aprilis Gold Hotel - Quadruple Room,218587821,Osman,,Fatih,41.00811,28.97053,Private room,3288,1,0,,,7,355
29024441,Şehir kalabalığında sakinlik,210758858,Ilknur,,Buyukcekmece,40.99111,28.53589,Entire home/apt,300,15,0,,,1,88
29025480,"COZY, BIG in TAKSIM SQUARE WITH JACUZZI",16863373,Nil,,Beyoglu,41.03134,28.9862,Private room,295,1,2,2019-06-07,2,3,335
29025976,Super Decorated Apartment In Golden Horn (Halic),9514105,Volkan,,Beyoglu,41.05227,28.94429,Entire home/apt,260,3,1,2018-10-26,0.12,21,148
29026136,"Grand Bazaar Hotel - Bed & Breakfast, Quadruple",57700897,Ali,,Fatih,41.00961,28.96635,Private room,1052,1,0,,,6,355
29026155,"Grand Bazaar Hotel - Bed & Breakfast, Triple Room",57700897,Ali,,Fatih,41.00942,28.96634,Private room,919,1,0,,,6,338
29026157,"Grand Bazaar Hotel - Bed & Breakfast, Twin Room",57700897,Ali,,Fatih,41.00926,28.96846,Private room,526,1,0,,,6,365
29026180,Luxury 1 bedroom apartment in Macka residences,218756395,Mete,,Besiktas,41.04631,28.99702,Entire home/apt,693,300,0,,,1,364
29028527,Best house near taksim hilton!,218772996,Semih,,Sisli,41.04664,28.98665,Private room,150,1,0,,,1,90
29028946,"Sahil de muhteşem konumda, ışıklı ve ferah bir oda",212636709,Ekim,,Kadikoy,40.9543,29.094,Private room,69,1,16,2019-05-15,1.85,2,360
29030364,"Center of Besiktas, big cozy room",143503564,Gizem,,Besiktas,41.04315,29.00701,Private room,98,1,2,2018-10-24,0.24,1,362
29030383,beylikdüzü tüyap fuar alanı lüks rezidans,164682624,Halit,,Esenyurt,41.02565,28.62384,Private room,191,1,1,2019-05-02,0.51,14,365
29031162,Kadıköy'de tüm daire,152011109,Kıvılcım Harika,,Kadikoy,40.98931,29.04499,Entire home/apt,144,2,1,2018-12-08,0.15,1,141
29031633,Centre of İstanbul,218795528,Yılmaz Can,,Besiktas,41.04721,29.00431,Private room,87,3,2,2018-11-04,0.25,1,0
29034406,Perfect Location in Kadıköy,117022567,Ümit,,Kadikoy,40.98856,29.02133,Private room,92,1,23,2019-06-14,2.62,2,179
29036708,Gezginler için ucuz kalınabilecek yer,190826128,Tehran,,Umraniye,41.00796,29.11657,Shared room,81,2,0,,,1,0
29043983,Double Oda - Hotel Le Mirage,42659960,Hotel Le Mirage,,Sisli,41.05481,28.98499,Private room,329,1,0,,,2,304
29043984,Single Oda - Hotel Le Mirage,42659960,Hotel Le Mirage,,Sisli,41.056,28.98597,Private room,295,1,0,,,2,364
29044275,Atiye Street Nişantaşı /Teşvikiye,169520739,Roberto,,Sisli,41.04848,28.99325,Entire home/apt,277,1,13,2019-06-28,1.55,1,338
29044931,Kolay Ulaşım,217046103,Evrim,,Bahcelievler,40.99369,28.83658,Private room,295,1,0,,,1,178
29045063,Hotel Ararat - Superior Family Room,217713556,Ararat,,Fatih,41.00332,28.97834,Private room,659,1,0,,,5,335
29045067,Hotel Ararat - Superior Triple Room,217713556,Ararat,,Fatih,41.00457,28.97849,Private room,659,1,0,,,5,335
29045071,Hotel Ararat - Standart Triple Room,217713556,Ararat,,Fatih,41.00512,28.97695,Private room,659,1,0,,,5,335
29045072,Hotel Ararat - View Double Room Sng Use,217713556,Ararat,,Fatih,41.00449,28.97843,Private room,659,1,0,,,5,335
29045073,Hotel Ararat - View Double Room,217713556,Ararat,,Fatih,41.00368,28.97828,Private room,659,1,0,,,5,339
29045712,Explore Istanbul from a High-Ceilinged Haven,16180402,Serdar,,Beyoglu,41.02659,28.9786,Entire home/apt,1196,3,14,2019-06-16,2.33,3,119
29046069,Superior Double or Twin Room,85780951,Gülhanepark Hotel,,Fatih,41.01454,28.97975,Private room,202,1,2,2019-04-27,0.34,1,365
29046739,Kadıköy - Bostancı 3+1 ev,214587828,Alp,,Kadikoy,40.9628,29.09197,Entire home/apt,243,2,0,,,1,363
29047006,"Cozy, modern flat in Bebek, Bosphorus",5781919,Zumrut,,Besiktas,41.08088,29.04309,Entire home/apt,376,5,0,,,1,173
29047035,STUDİO APARTMENT FOR 2 PERSON,218898247,Esra,,Fatih,41.00418,28.97583,Entire home/apt,196,1,5,2019-06-10,0.85,12,361
29047243,STUDIO APARTMENT FOR 3 PERSON,218898247,Esra,,Fatih,41.00281,28.97624,Entire home/apt,231,1,1,2018-11-30,0.14,12,358
29047258,Ekonomik Oda - Aprilis Hotel,218587821,Osman,,Fatih,41.00651,28.97202,Private room,3288,1,0,,,7,360
29047262,Free breakfast + Wi-fi & Privite room + Sea view,24474107,Neslihan,,Uskudar,41.01271,29.01394,Private room,87,2,0,,,1,180
29047341,Sarajevo Apartments in Beyoglu District,66853633,Ozan,,Beyoglu,41.03612,28.97895,Entire home/apt,191,1,0,,,6,77
29047392,3 minutes walk to Ortaköy Beach.,218451019,Dilan,,Besiktas,41.04846,29.02237,Private room,127,1,0,,,1,0
29047476,STUDIO APARTMENT FOR 4 PERSON,218898247,Esra,,Fatih,41.00279,28.97614,Entire home/apt,260,1,4,2019-04-18,0.58,12,361
29047848,Best Lüks Apart Sultanahmet (6 Person),218905509,Muammer,,Fatih,41.00533,28.97221,Entire home/apt,439,1,0,,,1,0
29048244,Aylık ve ya haftalık apartman dairesinde oda,218908808,Özgür,,Atasehir,40.99303,29.15108,Private room,81,7,0,,,1,90
29048292,apartment for 5 person...1+1 WITH 2 ROOMS,218898247,Esra,,Fatih,41.0027,28.97594,Entire home/apt,329,1,1,2019-05-08,0.57,12,361
29048535,Niconya Port Suite&Hotel - Deluxe Room,218587821,Osman,,Bahcelievler,40.99345,28.83583,Private room,243,1,0,,,7,355
29048884,Ekonomi Oda-Listana Hotel,111113875,Niyazi,,Sisli,41.05925,28.98559,Private room,659,1,0,,,4,365
29048889,Superior Room- Listana Hotel,111113875,Niyazi,,Sisli,41.05847,28.98738,Private room,659,1,0,,,4,365
29049466,Ekonomik Oda Niconya Port Suite,218587821,Osman,,Bahcelievler,40.995,28.83579,Private room,237,1,0,,,7,355
29050175,FLAT......,27726017,Ismail,,Besiktas,41.04407,29.00363,Entire home/apt,387,1,3,2019-04-23,0.50,6,305
29050707,Yeldeğirmeni Sweethome,93858669,Ulaş,,Kadikoy,40.99468,29.02989,Private room,64,1,0,,,1,90
29051861,"Cozy apartment in Istanbul, Besiktas. free wifi",218928672,Yıldıray,,Besiktas,41.04451,28.99697,Entire home/apt,352,1,1,2018-11-04,0.13,1,80
29056597,"Private Room, Feneryolu, Kadikoy",163850612,Ilker,,Kadikoy,40.98183,29.05206,Private room,98,2,0,,,1,0
29057248,Big and Comfortable room (24  M²),149385136,Durmuş,,Esenyurt,41.02159,28.69746,Private room,52,3,1,2019-02-03,0.20,5,332
29057753,We are waiting for friends (Price for ERASMUS ),149385136,Durmuş,,Esenyurt,41.02167,28.69681,Private room,58,3,4,2019-04-11,0.47,5,330
29057924,5 minutes to Taksim,192220463,Handan,,Beyoglu,41.0331,28.9851,Entire home/apt,116,1,0,,,1,365
29058169,5 min to all transportation by walk - Single Room,56377516,Irem,,Kadikoy,40.99737,29.02862,Private room,64,1,3,2019-02-03,0.37,2,89
29060355,Cosy room in good location,163598143,Gamze,,Sisli,41.04958,28.98163,Private room,81,5,2,2018-11-12,0.26,1,363
29064521,2+1  Bedroom luxury apartment. (90m2),36907617,Mustafa,,Bagcilar,41.04031,28.83481,Entire home/apt,162,15,0,,,1,320
29066476,Mall of Istanbul Residence 1+1 - Entire Place,38542273,Layal,,Basaksehir,41.06221,28.80798,Entire home/apt,549,3,0,,,1,63
29067945,Calm neighborhood with an authentic experience,147422762,Isam,,Bahcelievler,41.01232,28.82893,Entire home/apt,173,3,10,2019-06-21,1.22,1,49
29069333,2 Lovely Bedroom with Balcony Apartment At Taksim,209495551,Enes,,Beyoglu,41.03989,28.98141,Entire home/apt,260,2,26,2019-06-17,3.70,2,347
29069812,A FLAT WITH PERFECT VIEWS,94397723,İlyas & Doğuş,,Beyoglu,41.02581,28.97191,Entire home/apt,352,2,57,2019-06-23,6.50,4,260
29069945,2+1 Luxury Residence Apartment,208416112,Armoni,,Besiktas,41.06591,29.00466,Entire home/apt,867,1,3,2019-05-15,0.44,4,150
29070324,Ortakoy Bosphorus,23561520,Cuneyt,,Besiktas,41.04907,29.02221,Private room,855,3,0,,,2,365
29072343,Room with shared terrace and wonderful sea view,219065629,Leyla,,Sariyer,41.13409,29.04124,Private room,81,30,0,,,1,179
29074178,Daisy Flat,70449016,A Burak,,Esenyurt,41.01661,28.64539,Entire home/apt,399,1,0,,,1,364
29074717,Stylish Flat with Garden in the Heart of Teşvikiye,71421301,Defne,,Sisli,41.0496,28.99779,Entire home/apt,352,3,9,2019-06-22,1.08,1,75
29074837,DUPLEX IN CENTER OF BESIKTAS WITH BOSPHORUS VIEW,219085747,Fatma Zekiye,,Besiktas,41.04452,29.00783,Entire home/apt,306,130,18,2019-01-31,2.08,1,0
29075726,In the city center but at peaceful street Ortaklar,49430457,Burak-Göknur,,Sisli,41.06206,28.99977,Private room,127,1,0,,,1,88
29077312,Elisyum rezidans ofton2+1 23,23323077,Hakan,,Sisli,41.0429,28.98408,Entire home/apt,578,1,0,,,7,339
29077405,Luxurious Condo with Glorious View to Sea &Islands,18867998,Huseyin,,Kartal,40.88969,29.17612,Entire home/apt,520,180,0,,,1,358
29077999,Ortaköy - Terrace with Bosphorus Bridge View,69169915,Onur,,Besiktas,41.04946,29.02494,Private room,248,1,2,2018-10-28,0.24,1,90
29078967,single room,202245660,Musa,,Beyoglu,41.0331,28.98629,Private room,104,2,12,2019-05-06,1.40,2,84
29088407,Studio flat in the best district,213921066,Galata,,Beyoglu,41.02643,28.97267,Entire home/apt,231,1,19,2019-06-22,2.24,12,365
29089237,A garden apartment with amazing view of Bosphorus,8637368,Cansın,,Sariyer,41.17435,29.06193,Entire home/apt,179,2,27,2019-06-16,3.18,2,139
29089949,Central Flat close to all amenities and transport,102867363,S. Selin,,Besiktas,41.08398,29.02934,Private room,144,2,2,2019-05-18,0.97,1,75
29090185,the best price,219056712,Fira&Kemal,,Fatih,41.01876,28.93269,Private room,81,1,2,2018-10-19,0.24,1,0
29090493,Salon,167039762,Hakan,,Uskudar,41.01445,29.07937,Private room,69,1,0,,,1,179
29091416,Fırsat,219232872,Mücahid,,Fatih,41.02043,28.94123,Private room,64,1,0,,,1,0
29092668,A cozy room with sunshine in the city center,219246046,Bengü,,Besiktas,41.0613,29.00334,Private room,87,1,8,2019-06-15,0.98,1,344
29093040,Cosy Flat in Kadıköy,201327799,İlkay,,Kadikoy,40.98563,29.03282,Private room,98,3,0,,,1,332
29094921,Üsküdar Kadıköy Arasında Koşuyolu,219099359,Ayten,,Uskudar,41.01348,29.03397,Private room,98,5,0,,,1,180
29098849,Maltepe de Dubleks evin üst katı,25193059,Ulas,,Maltepe,40.94712,29.10935,Entire home/apt,98,3,0,,,1,364
29099152,CTS Taksim Elysium Residence 23 (2+1),23457821,Cihan,,Sisli,41.04231,28.98154,Entire home/apt,624,2,7,2019-05-04,0.80,8,335
29099789,In the heart of Istanbul(Ortakoy),196883116,Burak,,Besiktas,41.05535,29.02154,Private room,196,1,0,,,1,87
29100177,ONLY 2 BEDROOM 2 BATHROOM,219307842,Mehmet  Baran,,Beyoglu,41.03871,28.98083,Private room,364,1,1,2018-10-31,0.12,5,365
29100480,Cozy and warm flat at the heart of Cihangir,49364745,Hayri,,Beyoglu,41.03263,28.98712,Private room,121,1,4,2019-02-10,0.64,1,363
29101055,Dalga kule,219323536,Ali Engin,,Maltepe,40.91297,29.15825,Entire home/apt,347,3,0,,,1,365
29102088,happy home for cat lovers,219331530,Meltem,,Kagithane,41.0956,28.99929,Private room,87,1,0,,,1,178
29110235,Single Room-Anadolu Hotel,778954,Ismail,,Fatih,41.01003,28.97699,Private room,3288,1,1,2019-03-31,0.33,6,351
29110425,Cosy Flat in Camlica historical centre,219385169,Yusuf Gökberk,,Uskudar,41.03102,29.07458,Entire home/apt,237,1,0,,,1,365
29110619,Deluxe Double Suite close Galata Tower,128812993,Enes,,Beyoglu,41.02698,28.97916,Private room,254,1,1,2018-11-02,0.13,19,365
29110842,3Bed 2Bath * Sea Views * Private Terrace!,21636586,Nicholas,,Besiktas,41.08189,29.04351,Entire home/apt,717,3,25,2019-06-28,3.15,23,339
29111727,MÜSTAKİL HAVUZLU ÖZEL DÖŞENMİŞ ULTRA LÜKS VİLLA,21044310,Erkan,,Arnavutkoy,41.16976,28.69233,Entire home/apt,1202,1,3,2019-06-20,0.35,2,345
29112756,2+1 Nice Flat on Uskudar,61986920,Emrecan,,Uskudar,41.02757,29.02522,Entire home/apt,64,1,1,2018-10-10,0.11,1,0
29113065,Enjoy Holidays,180848329,Enis,,Esenler,41.0659,28.85857,Entire home/apt,491,1,0,,,5,365
29113869,Jakaranda Butique Hotel  Double Room -1-,120436836,Erol,,Beyoglu,41.03482,28.9798,Private room,116,1,5,2019-05-06,1.81,7,150
29114197,Unique Suite Hotel  Taksim (3 persons room ),207263625,Hasan,,Beyoglu,41.03999,28.98294,Private room,491,1,2,2018-12-31,0.24,4,365
29114256,Jakaranda Butique Hotel Twin Room -1-,120436836,Erol,,Beyoglu,41.03609,28.97983,Private room,92,1,0,,,7,155
29115281,Unique Suite Hotel ( Single Room ),207263625,Hasan,,Beyoglu,41.04081,28.98235,Private room,295,1,1,2018-10-26,0.12,4,365
29115283,Suite Balcony -  on Famous Istiklal Street- TAKSIM,115272950,Engin,,Beyoglu,41.03693,28.98486,Private room,1312,1,0,,,9,365
29115600,DELUXE DOUBLE ROOM - ON FAMOUS ISTIKLAL STREET,115272950,Engin,,Beyoglu,41.03544,28.98222,Private room,786,1,0,,,9,365
29115630,Room With Balcony on Famous Istiklal Street TAKSIM,115272950,Engin,,Beyoglu,41.03666,28.98327,Private room,659,1,0,,,9,365
29115640,Triada Hotel - Executive Double Room,115272950,Engin,,Beyoglu,41.03536,28.98295,Private room,786,1,0,,,9,365
29115657,Triada Hotel - Executive Double Room With Spa Bath,115272950,Engin,,Beyoglu,41.03539,28.98435,Private room,786,1,0,,,9,365
29115697,Triada Hotel - Penthouse Suite,115272950,Engin,,Beyoglu,41.03531,28.9841,Private room,1052,1,0,,,9,365
29115711,Deluxe Double Room With Spa Bath- TAKSIM,115272950,Engin,,Beyoglu,41.03693,28.98265,Private room,919,1,0,,,9,365
29115745,Family Room 6 Person - TAKSİM - Annex,115272950,Engin,,Beyoglu,41.03699,28.98353,Private room,1312,1,0,,,9,357
29115755,Luxury studio at The House Residence with Pool&Gym,103692795,Ayse,,Sisli,41.05639,28.98017,Entire home/apt,289,3,13,2019-06-16,1.55,1,108
29119321,Luxury Chalet Bosphorus Penthouse,21636586,Nicholas,,Sariyer,41.10007,29.05339,Entire home/apt,3467,2,0,,,23,364
29119591,Economic Rooms in Sarajevo Hotel,66853633,Ozan,,Beyoglu,41.03513,28.98007,Private room,87,1,3,2018-12-02,0.39,6,88
29119929,Beşiktaş Room,218026477,Nilgün,,Besiktas,41.04617,29.00483,Private room,196,1,0,,,2,179
29120307,~Large Suit with Bosphorus View,219226195,Askin,,Beyoglu,41.03204,28.97764,Private room,144,1,10,2019-06-24,1.14,5,263
29120576,Kazak’s home,59798451,Kazak,,Kagithane,41.093,28.99656,Private room,64,1,0,,,1,179
29121440,Team Olivia Group,219448904,Jacob,,Sisli,41.04198,28.98568,Entire home/apt,248,30,0,,,1,364
29123418,"1 minutes to Metrobus, parks, sea, cafes, shops ..",219469080,Karrar,,Avcilar,40.97762,28.74549,Entire home/apt,104,2,18,2019-06-24,2.29,1,0
29124735,Studio with balcony in historical Galata area,21171234,Özgür,,Beyoglu,41.02789,28.97869,Entire home/apt,202,2,14,2019-06-14,1.71,25,112
29124851,Privete room in city center,219480596,Gözde Vuslat,,Sisli,41.05477,28.99273,Private room,64,1,0,,,1,177
29126880,"Comfortable, safe and close to everywhere.",123646005,Cenk,,Uskudar,41.01172,29.0518,Private room,300,1,0,,,1,268
29128020,Kadıköy Yeldeğirmeni,219501741,Birtan,,Kadikoy,40.99806,29.02647,Private room,144,1,0,,,1,0
29129818,v.i.p  1+1  home,219307842,Mehmet  Baran,,Beyoglu,41.03859,28.98159,Private room,283,3,0,,,5,89
29130948,Private Room surrounded with garden,175921738,Ulaş,,Kadikoy,41.00853,29.03893,Private room,202,1,0,,,1,180
29139049,Luxury Neoclassical 2+1 Apartment,189516806,Arzu,,Beyoglu,41.02638,28.97306,Entire home/apt,491,1,3,2019-06-15,0.35,25,326
29140795,Life here is easy.,214976400,Akın,,Maltepe,40.92336,29.17052,Private room,64,3,0,,,3,124
29142401,Kemerburgaz Göktürk City full furnished studioflat,213300544,Sami,,Eyup,41.17641,28.88414,Entire home/apt,318,1,7,2019-05-12,0.84,1,143
29143714,Sweet Home,142095641,Yılmaz Yunus,,Bayrampasa,41.05416,28.89549,Private room,58,2,0,,,1,88
29144147,Best Location in Istanbul,61619136,Nazlı,,Besiktas,41.04888,28.9995,Entire home/apt,202,1,0,,,1,0
29145950,Istanbul nice apartments vb,213157136,Ghassan,,Kagithane,41.08837,28.99522,Entire home/apt,572,2,0,,,52,180
29148169,Experience İstanbul like local!,7180271,Sezin,,Uskudar,41.01163,29.01646,Private room,116,3,1,2018-10-19,0.12,1,365
29148482,"İnnovia 3 sitesinde, 1+1 ev (günlük)",218725667,Gülce,,Esenyurt,41.02319,28.65662,Entire home/apt,98,1,0,,,1,0
29148577,~Large suit in Taksim with Bosphorus view,219226195,Askin,,Beyoglu,41.03001,28.97619,Private room,127,1,4,2019-05-03,0.47,5,173
29149826,Apartman home,219650069,Ayla,,Beyoglu,41.03492,28.98233,Entire home/apt,98,1,1,2019-04-21,0.43,1,365
29151872,Nostalgic room The heart of the city center!,185483344,Furkan,,Beyoglu,41.02638,28.97198,Entire home/apt,162,1,13,2019-05-21,1.61,8,329
29153188,KADIKÖY MERKEZDE 2+1 DAİRE,219677519,Özgür,,Kadikoy,40.98931,29.02336,Entire home/apt,237,2,1,2019-05-27,0.88,1,352
29154558,Stüdyo room,219689432,Lola,,Fatih,41.00448,28.97696,Private room,260,2,0,,,3,358
29154858,Kemal and Mey’s house,215927761,Kemal,,Kadikoy,40.96018,29.0911,Private room,98,1,0,,,1,89
29156714,Yeşilköy,116004501,Can,,Bakirkoy,40.96193,28.82449,Private room,150,1,0,,,1,0
29157016,Cozy Apartment with Bosphorus View Garden Terrace,197416680,Emir,,Besiktas,41.04604,29.01397,Entire home/apt,561,3,13,2019-06-26,1.56,5,160
29157289,"Central, high ceilinged and cozy double room",140891269,Elif,,Beyoglu,41.02932,28.97902,Private room,202,2,28,2019-05-13,3.23,2,77
29158796,Room/ an apartment 5 min from old Ataturk Airport,24239472,Omar,,Bahcelievler,41.01591,28.81781,Private room,173,1,0,,,1,178
29167762,Beşiktaş Dikilitaş'ta 1+1 oda,10040524,Halil,,Besiktas,41.05686,29.00399,Private room,64,30,0,,,1,179
29169260,Uskudar's center and  Maiden's tower near,219797045,Mehmet Ali,,Uskudar,41.02225,29.00925,Shared room,81,1,1,2018-10-23,0.12,1,89
29172490,Cosy & Design Apart with Terrace in Beyoglu,23094554,Bulent,,Beyoglu,41.03127,28.97935,Private room,1052,1,0,,,2,289
29172510,House with a Bosphorus view,112652312,Cahit,,Uskudar,41.02333,29.01923,Private room,202,1,0,,,1,90
29172707,"Shiny Flat, Bosphorus View 5 min. to Galata Tower",25021220,Özer,,Beyoglu,41.02967,28.97793,Entire home/apt,173,4,18,2019-05-24,2.29,1,23
29173589,Cosy & central flat in Besiktas,71757898,F,,Besiktas,41.0527,29.00201,Private room,92,1,0,,,1,90
29173602,MarmaraKonak Old Cıty,219808961,Soner,,Fatih,41.00372,28.9756,Private room,855,3,0,,,3,365
29173863,Life here is easy..,214976400,Akın,,Maltepe,40.92171,29.17053,Private room,87,3,0,,,3,64
29174342,"RELAX, PRIVATE ROOM IN SİSLİ 5 MIN. TO SISLI METRO",56585197,Dilara,,Sisli,41.06009,28.99282,Private room,98,1,3,2019-01-23,0.44,1,174
29174346,Center and relax,219829475,Neslihan,,Besiktas,41.04822,28.99819,Private room,179,2,0,,,1,365
29175512,Private room in a 24h secured  building w/pool&gym,4119924,Tugba,,Umraniye,41.01097,29.17298,Private room,150,1,0,,,1,179
29175662,"Güneşli, açık/kapalı otoparklı, merkezi ve sevimli",219841608,Yavuz,,Kadikoy,40.96661,29.08947,Private room,133,3,0,,,1,0
29175850,Apartment for 6 person..1+1 WITH 2 ROOMS,218898247,Esra,,Fatih,41.00221,28.97658,Entire home/apt,364,1,2,2019-03-26,0.34,12,359
29176833,Flat for rent in the heart of the city,61945228,Talin,,Sisli,41.05618,28.98663,Entire home/apt,260,5,2,2019-06-15,0.55,1,364
29177320,Family Flat in Sultanahmet,219854966,Duygu,,Fatih,41.006,28.96915,Entire home/apt,260,2,19,2019-06-01,2.49,1,179
29177780,"Sanat , stil",219726807,Ozan,,Kadikoy,40.98947,29.02177,Entire home/apt,751,1,0,,,1,173
29177881,Istanbul Sisli apartments near metrostation,213157136,Ghassan,,Sisli,41.0468,28.98652,Entire home/apt,607,2,0,,,52,180
29179183,Nice studios in Taksim,143875760,Pedram,,Beyoglu,41.0364,28.97694,Entire home/apt,150,1,9,2019-06-23,1.15,9,345
29180338,Sea View Room in Kadıköy Caferağa,30526462,Didem,,Kadikoy,40.99033,29.02641,Private room,150,2,0,,,1,89
29180484,E2,129222003,Güney,,Uskudar,41.02336,29.07713,Entire home/apt,636,1,0,,,1,179
29182342,Lovelyy home,219899268,Duygu,,Sisli,41.0717,29.00086,Private room,133,1,0,,,1,179
29183994,Zorlu Center'a 5 dakika kiralık odalar,190768122,Sena,,Kagithane,41.06287,28.96752,Private room,69,1,0,,,1,365
29184216,87 İstanbul rezidence Atatürkairport 3 kilometer,219914820,Mert,,Bakirkoy,40.99118,28.83538,Entire home/apt,248,3,6,2019-05-18,0.74,4,83
29184793,"Avrupa Yakasının merkezi, Taksim’e yürüme mesafesi",219922745,Kemal,,Sisli,41.04535,28.977,Private room,110,1,0,,,1,87
29184904,Hebun Home. İstanbul’daki Eviniz.,219923484,Hebun,,Maltepe,40.94319,29.13544,Private room,64,1,0,,,1,364
29185037,Mekan,219924518,Metris Şahin,,Kagithane,41.08676,28.99744,Private room,173,1,0,,,1,88
29185456,VİLLAFERHAT PANSİYON(müstakil tatil evleri),219927151,Ferhat,,Sile,41.15599,29.752,Entire home/apt,248,1,2,2019-04-23,0.61,1,97
29185534,"Sabiha Gökçene (SAW) 5 minute (5 dk)
Lux Residance",219924732,Yusuf Arda,,Pendik,40.93163,29.31304,Entire home/apt,98,3,0,,,1,355
29185837,Prenses odası,219902843,Reyhan,,Beyoglu,41.03494,28.97387,Private room,121,1,0,,,1,179
29186026,"Cosy flat in Sisli,5 minutes to subway station.",8825199,Bety,,Sisli,41.06023,28.99145,Entire home/apt,185,2,0,,,1,363
29194156,Double Room - Anadolu Hotel,778954,Ismail,,Fatih,41.009,28.97854,Private room,3288,1,0,,,6,351
